article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc,label,path
366686011,366686,Tail tee,255,T-shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,5957,Jersey inactive from s1,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,"Long T-shirt in hard-washed slub cotton jersey with raw, roll edges and short sleeves with sewn-in turn-ups. Longer at the back.",shirt,shirt/0366686011.jpg
366686017,366686,Tail tee (1),255,T-shirt,Garment Upper body,1010016,Solid,14,Dark Beige,2,Medium Dusty,13,Brown,5957,Jersey inactive from s1,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,"Long T-shirt in hard-washed slub cotton jersey with raw, roll edges and short sleeves with sewn-in turn-ups. Longer at the back.",shirt,shirt/0366686017.jpg
366686018,366686,Tail tee (1),255,T-shirt,Garment Upper body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,5957,Jersey inactive from s1,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,"Long T-shirt in hard-washed slub cotton jersey with raw, roll edges and short sleeves with sewn-in turn-ups. Longer at the back.",shirt,shirt/0366686018.jpg
366686020,366686,Tail tee (1),255,T-shirt,Garment Upper body,1010010,Melange,6,Light Grey,1,Dusty Light,12,Grey,5957,Jersey inactive from s1,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,"Long T-shirt in hard-washed slub cotton jersey with raw, roll edges and short sleeves with sewn-in turn-ups. Longer at the back.",shirt,shirt/0366686020.jpg
366686022,366686,Tail tee,255,T-shirt,Garment Upper body,1010018,Treatment,51,Light Pink,3,Light,4,Pink,5957,Jersey inactive from s1,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,"Long T-shirt in hard-washed slub cotton jersey with raw, roll edges and short sleeves with sewn-in turn-ups. Longer at the back.",shirt,shirt/0366686022.jpg
366686023,366686,Tail tee,255,T-shirt,Garment Upper body,1010018,Treatment,63,Dark Purple,2,Medium Dusty,6,Lilac Purple,5957,Jersey inactive from s1,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,"Long T-shirt in hard-washed slub cotton jersey with raw, roll edges and short sleeves with sewn-in turn-ups. Longer at the back.",shirt,shirt/0366686023.jpg
366686024,366686,Tail tee,255,T-shirt,Garment Upper body,1010018,Treatment,43,Dark Red,4,Dark,18,Red,5957,Jersey inactive from s1,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,"Long T-shirt in hard-washed slub cotton jersey with raw, roll edges and short sleeves with sewn-in turn-ups. Longer at the back.",shirt,shirt/0366686024.jpg
366686025,366686,Tail tee,255,T-shirt,Garment Upper body,1010018,Treatment,72,Blue,5,Bright,2,Blue,5957,Jersey inactive from s1,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,"Long T-shirt in hard-washed slub cotton jersey with raw, roll edges and short sleeves with sewn-in turn-ups. Longer at the back.",shirt,shirt/0366686025.jpg
366686026,366686,Tail tee,255,T-shirt,Garment Upper body,1010018,Treatment,93,Dark Green,2,Medium Dusty,19,Green,5957,Jersey inactive from s1,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,"Long T-shirt in hard-washed slub cotton jersey with raw, roll edges and short sleeves with sewn-in turn-ups. Longer at the back.",shirt,shirt/0366686026.jpg
366859017,366859,Reggie chino shorts,274,Shorts,Garment Lower body,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,5658,Shorts,F,Menswear,3,Menswear,21,Contemporary Casual,1025,Shorts,"Chino shorts in washed cotton twill with a zip fly, side pockets, a coin pocket and welt back pockets. Regular fit.",shorts,shorts/0366859017.jpg
366859020,366859,Reggie chino shorts,274,Shorts,Garment Lower body,1010024,Chambray,73,Dark Blue,4,Dark,2,Blue,5658,Shorts,F,Menswear,3,Menswear,21,Contemporary Casual,1025,Shorts,"Chino shorts in washed cotton twill with a zip fly, side pockets, a coin pocket and welt back pockets. Regular fit.",shorts,shorts/0366859020.jpg
366859023,366859,Reggie chino shorts,274,Shorts,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,5658,Shorts,F,Menswear,3,Menswear,21,Contemporary Casual,1025,Shorts,"Chino shorts in washed cotton twill with a zip fly, side pockets, a coin pocket and welt back pockets. Regular fit.",shorts,shorts/0366859023.jpg
366859024,366859,Reggie solid chino shorts,274,Shorts,Garment Lower body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,5658,Shorts,F,Menswear,3,Menswear,21,Contemporary Casual,1025,Shorts,"Chino shorts in washed cotton twill with a zip fly, side pockets, a coin pocket and welt back pockets. Regular fit.",shorts,shorts/0366859024.jpg
366859031,366859,Reggie chino shorts,274,Shorts,Garment Lower body,1010001,All over pattern,9,Black,4,Dark,5,Black,5658,Shorts,F,Menswear,3,Menswear,21,Contemporary Casual,1025,Shorts,"Chino shorts in washed cotton twill with a zip fly, side pockets, a coin pocket and welt back pockets. Regular fit.",shorts,shorts/0366859031.jpg
366859032,366859,Reggie chino shorts,274,Shorts,Garment Lower body,1010016,Solid,71,Light Blue,3,Light,2,Blue,5658,Shorts,F,Menswear,3,Menswear,21,Contemporary Casual,1025,Shorts,"Chino shorts in washed cotton twill with a zip fly, side pockets, a coin pocket and welt back pockets. Regular fit.",shorts,shorts/0366859032.jpg
366859033,366859,Reggie chino shorts,274,Shorts,Garment Lower body,1010016,Solid,42,Red,2,Medium Dusty,18,Red,5658,Shorts,F,Menswear,3,Menswear,21,Contemporary Casual,1025,Shorts,"Chino shorts in washed cotton twill with a zip fly, side pockets, a coin pocket and welt back pockets. Regular fit.",shorts,shorts/0366859033.jpg
366859034,366859,Reggie chino shorts,274,Shorts,Garment Lower body,1010016,Solid,22,Yellow,1,Dusty Light,8,Yellow,5658,Shorts,F,Menswear,3,Menswear,21,Contemporary Casual,1025,Shorts,"Chino shorts in washed cotton twill with a zip fly, side pockets, a coin pocket and welt back pockets. Regular fit.",shorts,shorts/0366859034.jpg
367372001,367372,Mama 200 den Leggings,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,3608,Tights basic,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Leggings with extra space for a growing tummy. 200 denier.,pants,pants/0367372001.jpg
368300006,368300,Rock Relaxed Shorts,274,Shorts,Garment Lower body,1010016,Solid,6,Light Grey,3,Light,-1,Unknown,5687,Shorts,F,Menswear,3,Menswear,20,Contemporary Smart,1025,Shorts,"Shorts in soft, washed cotton twill with an elasticated drawstring waist, fake fly, side pockets and a welt back pocket.",shorts,shorts/0368300006.jpg
368300011,368300,ROCK SHORTS,274,Shorts,Garment Lower body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,5687,Shorts,F,Menswear,3,Menswear,20,Contemporary Smart,1025,Shorts,"Shorts in soft, washed cotton twill with an elasticated drawstring waist, fake fly, side pockets and a welt back pocket.",shorts,shorts/0368300011.jpg
368300014,368300,ROCK SHORTS,274,Shorts,Garment Lower body,1010016,Solid,93,Dark Green,4,Dark,19,Green,5687,Shorts,F,Menswear,3,Menswear,20,Contemporary Smart,1025,Shorts,"Shorts in soft, washed cotton twill with an elasticated drawstring waist, fake fly, side pockets and a welt back pocket.",shorts,shorts/0368300014.jpg
368300015,368300,Rock Relaxed Shorts,274,Shorts,Garment Lower body,1010016,Solid,42,Red,7,Medium,18,Red,5687,Shorts,F,Menswear,3,Menswear,20,Contemporary Smart,1025,Shorts,"Shorts in soft, washed cotton twill with an elasticated drawstring waist, fake fly, side pockets and a welt back pocket.",shorts,shorts/0368300015.jpg
368300022,368300,Rock Relaxed Shorts,274,Shorts,Garment Lower body,1010016,Solid,22,Yellow,7,Medium,8,Yellow,5687,Shorts,F,Menswear,3,Menswear,20,Contemporary Smart,1025,Shorts,"Shorts in soft, washed cotton twill with an elasticated drawstring waist, fake fly, side pockets and a welt back pocket.",shorts,shorts/0368300022.jpg
368979001,368979,ED Long leggings,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,Leggings in soft jersey made from a cotton blend with an elasticated waist.,pants,pants/0368979001.jpg
369796004,369796,John sunglasses,81,Sunglasses,Accessories,1010016,Solid,31,Light Orange,3,Light,3,Orange,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Sunglasses with metal frames and UV-protective, tinted lenses.",sunglass,sunglass/0369796004.jpg
369796007,369796,John sunglasses,81,Sunglasses,Accessories,1010016,Solid,93,Dark Green,4,Dark,19,Green,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Sunglasses with metal frames and UV-protective, tinted lenses.",sunglass,sunglass/0369796007.jpg
369796023,369796,Cool Metal John Round,81,Sunglasses,Accessories,1010016,Solid,53,Dark Pink,4,Dark,4,Pink,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Sunglasses with metal frames and UV-protective, tinted lenses.",sunglass,sunglass/0369796023.jpg
369796024,369796,Cool Metal John Round,81,Sunglasses,Accessories,1010016,Solid,6,Light Grey,1,Dusty Light,12,Grey,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Sunglasses with metal frames and UV-protective, tinted lenses.",sunglass,sunglass/0369796024.jpg
369796025,369796,Cool Metal John Round,81,Sunglasses,Accessories,1010016,Solid,5,Gold,7,Medium,15,Metal,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Sunglasses with metal frames and UV-protective, tinted lenses.",sunglass,sunglass/0369796025.jpg
369796026,369796,Cool Metal John Round,81,Sunglasses,Accessories,1010011,Metallic,63,Dark Purple,5,Bright,6,Lilac Purple,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Sunglasses with metal frames and UV-protective, tinted lenses.",sunglass,sunglass/0369796026.jpg
369796027,369796,Cool Metal John Round,81,Sunglasses,Accessories,1010016,Solid,91,Light Green,1,Dusty Light,19,Green,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Sunglasses with metal frames and UV-protective, tinted lenses.",sunglass,sunglass/0369796027.jpg
369796032,369796,John sunglasses,81,Sunglasses,Accessories,1010016,Solid,4,Bronze/Copper,2,Medium Dusty,15,Metal,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Sunglasses with metal frames and UV-protective, tinted lenses.",sunglass,sunglass/0369796032.jpg
369796035,369796,John sunglasses,81,Sunglasses,Accessories,1010016,Solid,31,Light Orange,3,Light,3,Orange,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Sunglasses with metal frames and UV-protective, tinted lenses.",sunglass,sunglass/0369796035.jpg
370594006,370594,Saya sunglasses,81,Sunglasses,Accessories,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Sunglasses with transparent plastic frames and UV-protective, tinted lenses.",sunglass,sunglass/0370594006.jpg
370594007,370594,Saya sunglasses,81,Sunglasses,Accessories,1010016,Solid,8,Dark Grey,4,Dark,12,Grey,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Sunglasses with transparent plastic frames and UV-protective, tinted lenses.",sunglass,sunglass/0370594007.jpg
370594017,370594,Saya sunglasses,81,Sunglasses,Accessories,1010016,Solid,17,Yellowish Brown,4,Dark,13,Brown,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Sunglasses with transparent plastic frames and UV-protective, tinted lenses.",sunglass,sunglass/0370594017.jpg
370594018,370594,Saya sunglasses,81,Sunglasses,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Sunglasses with transparent plastic frames and UV-protective, tinted lenses.",sunglass,sunglass/0370594018.jpg
370594020,370594,Saya sunglasses,81,Sunglasses,Accessories,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Sunglasses with transparent plastic frames and UV-protective, tinted lenses.",sunglass,sunglass/0370594020.jpg
370594021,370594,Saya sunglasses,81,Sunglasses,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Sunglasses with transparent plastic frames and UV-protective, tinted lenses.",sunglass,sunglass/0370594021.jpg
370594023,370594,Saya sunglasses,81,Sunglasses,Accessories,1010016,Solid,22,Yellow,5,Bright,8,Yellow,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Sunglasses with transparent plastic frames and UV-protective, tinted lenses.",sunglass,sunglass/0370594023.jpg
370737001,370737,Sunglasses Blixa CO,81,Sunglasses,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,9986,Small Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Sunglasses with plastic frames with metal details and UV-protective tinted lenses.,sunglass,sunglass/0370737001.jpg
374762001,374762,Wilma dress (1),265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Short, sleeveless, fitted dress in jersey.",dress,dress/0374762001.jpg
374762008,374762,Wilma dress (1),265,Dress,Garment Full body,1010017,Stripe,10,White,3,Light,9,White,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Short, sleeveless, fitted dress in jersey.",dress,dress/0374762008.jpg
374762021,374762,Wilma dress (1),265,Dress,Garment Full body,1010017,Stripe,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Short, sleeveless, fitted dress in jersey.",dress,dress/0374762021.jpg
375248006,375248,LOVE 2-pack lace leggings,273,Leggings/Tights,Garment Lower body,1010006,Dot,73,Dark Blue,4,Dark,2,Blue,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"3/4-length leggings in soft, organic cotton jersey with an elasticated waist.",pants,pants/0375248006.jpg
375248009,375248,Love leggings 2PACK,273,Leggings/Tights,Garment Lower body,1010016,Solid,10,White,3,Light,9,White,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"3/4-length leggings in soft, organic cotton jersey with an elasticated waist.",pants,pants/0375248009.jpg
375248010,375248,LOVE 2-pack lace leggings,273,Leggings/Tights,Garment Lower body,1010010,Melange,9,Black,4,Dark,5,Black,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"3/4-length leggings in soft, organic cotton jersey with an elasticated waist.",pants,pants/0375248010.jpg
375248012,375248,LOVE 2-pack lace leggings,273,Leggings/Tights,Garment Lower body,1010001,All over pattern,9,Black,4,Dark,5,Black,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"3/4-length leggings in soft, organic cotton jersey with an elasticated waist.",pants,pants/0375248012.jpg
375248020,375248,LOVE 2-pack leggings,273,Leggings/Tights,Garment Lower body,1010006,Dot,73,Dark Blue,4,Dark,2,Blue,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"3/4-length leggings in soft, organic cotton jersey with an elasticated waist.",pants,pants/0375248020.jpg
375248021,375248,LOVE 2-pack leggings,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"3/4-length leggings in soft, organic cotton jersey with an elasticated waist.",pants,pants/0375248021.jpg
375248022,375248,LOVE 2-pack leggings,273,Leggings/Tights,Garment Lower body,1010005,Colour blocking,19,Greenish Khaki,1,Dusty Light,20,Khaki green,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"3/4-length leggings in soft, organic cotton jersey with an elasticated waist.",pants,pants/0375248022.jpg
375248023,375248,LOVE 2-pack leggings,273,Leggings/Tights,Garment Lower body,1010001,All over pattern,8,Dark Grey,4,Dark,12,Grey,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"3/4-length leggings in soft, organic cotton jersey with an elasticated waist.",pants,pants/0375248023.jpg
375248024,375248,Love leggings 2PACK-superspeed,273,Leggings/Tights,Garment Lower body,1010005,Colour blocking,9,Black,4,Dark,5,Black,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"3/4-length leggings in soft, organic cotton jersey with an elasticated waist.",pants,pants/0375248024.jpg
375248026,375248,LOVE 2-pack leggings,273,Leggings/Tights,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"3/4-length leggings in soft, organic cotton jersey with an elasticated waist.",pants,pants/0375248026.jpg
375248028,375248,LOVE 2-pack leggings,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"3/4-length leggings in soft, organic cotton jersey with an elasticated waist.",pants,pants/0375248028.jpg
375248029,375248,LOVE 2-pack leggings,273,Leggings/Tights,Garment Lower body,1010001,All over pattern,9,Black,4,Dark,5,Black,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"3/4-length leggings in soft, organic cotton jersey with an elasticated waist.",pants,pants/0375248029.jpg
376172001,376172,Karla sunglasses,81,Sunglasses,Accessories,1010016,Solid,17,Yellowish Brown,4,Dark,13,Brown,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Round sunglasses with plastic frames and UV-protective, tinted lenses.",sunglass,sunglass/0376172001.jpg
376172002,376172,Karla sunglasses,81,Sunglasses,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Round sunglasses with plastic frames and UV-protective, tinted lenses.",sunglass,sunglass/0376172002.jpg
376172003,376172,Karla sunglasses,81,Sunglasses,Accessories,1010016,Solid,42,Red,7,Medium,18,Red,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Round sunglasses with plastic frames and UV-protective, tinted lenses.",sunglass,sunglass/0376172003.jpg
376172006,376172,Karla sunglasses,81,Sunglasses,Accessories,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Round sunglasses with plastic frames and UV-protective, tinted lenses.",sunglass,sunglass/0376172006.jpg
378124004,378124,L/S Polo Gnocci TVP,257,Polo shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,5831,Knitwear,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1003,Knitwear,"Long-sleeved piqué top in fine-knit merino wool with a ribbed collar, button placket and ribbing at the cuffs and hem.",shirt,shirt/0378124004.jpg
378124007,378124,L/S Polo Gnocci TVP,257,Polo shirt,Garment Upper body,1010016,Solid,43,Dark Red,4,Dark,18,Red,5831,Knitwear,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1003,Knitwear,"Long-sleeved piqué top in fine-knit merino wool with a ribbed collar, button placket and ribbing at the cuffs and hem.",shirt,shirt/0378124007.jpg
378124009,378124,L/S Polo Gnocci TVP,257,Polo shirt,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,5831,Knitwear,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1003,Knitwear,"Long-sleeved piqué top in fine-knit merino wool with a ribbed collar, button placket and ribbing at the cuffs and hem.",shirt,shirt/0378124009.jpg
378124012,378124,L/S Polo Gnocci,257,Polo shirt,Garment Upper body,1010017,Stripe,93,Dark Green,4,Dark,19,Green,5831,Knitwear,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1003,Knitwear,"Long-sleeved piqué top in fine-knit merino wool with a ribbed collar, button placket and ribbing at the cuffs and hem.",shirt,shirt/0378124012.jpg
378124013,378124,L/S Polo Gnocci,257,Polo shirt,Garment Upper body,1010010,Melange,7,Grey,2,Medium Dusty,12,Grey,5831,Knitwear,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1003,Knitwear,"Long-sleeved piqué top in fine-knit merino wool with a ribbed collar, button placket and ribbing at the cuffs and hem.",shirt,shirt/0378124013.jpg
378124014,378124,L/S Polo Gnocci,257,Polo shirt,Garment Upper body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,5831,Knitwear,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1003,Knitwear,"Long-sleeved piqué top in fine-knit merino wool with a ribbed collar, button placket and ribbing at the cuffs and hem.",shirt,shirt/0378124014.jpg
379360015,379360,MAXI 2 pack,273,Leggings/Tights,Garment Lower body,1010016,Solid,10,White,3,Light,9,White,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"3/4-length leggings in soft, organic cotton jersey with an elasticated waist.",pants,pants/0379360015.jpg
379360022,379360,MAXI 2 pack,273,Leggings/Tights,Garment Lower body,1010016,Solid,91,Light Green,1,Dusty Light,19,Green,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"3/4-length leggings in soft, organic cotton jersey with an elasticated waist.",pants,pants/0379360022.jpg
379360023,379360,MAXI 2 pack,273,Leggings/Tights,Garment Lower body,1010016,Solid,51,Light Pink,3,Light,4,Pink,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"3/4-length leggings in soft, organic cotton jersey with an elasticated waist.",pants,pants/0379360023.jpg
379360031,379360,MAXI 2 pack,273,Leggings/Tights,Garment Lower body,1010016,Solid,10,White,3,Light,9,White,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"3/4-length leggings in soft, organic cotton jersey with an elasticated waist.",pants,pants/0379360031.jpg
379360032,379360,MAXI 2 pack,273,Leggings/Tights,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"3/4-length leggings in soft, organic cotton jersey with an elasticated waist.",pants,pants/0379360032.jpg
379360033,379360,MAXI 2 pack,273,Leggings/Tights,Garment Lower body,1010016,Solid,10,White,3,Light,9,White,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"3/4-length leggings in soft, organic cotton jersey with an elasticated waist.",pants,pants/0379360033.jpg
379360034,379360,MAXI 2 pack,273,Leggings/Tights,Garment Lower body,1010016,Solid,51,Light Pink,3,Light,4,Pink,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"3/4-length leggings in soft, organic cotton jersey with an elasticated waist.",pants,pants/0379360034.jpg
379360038,379360,MAXI 2 pack,273,Leggings/Tights,Garment Lower body,1010016,Solid,81,Light Turquoise,3,Light,7,Turquoise,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"3/4-length leggings in soft, organic cotton jersey with an elasticated waist.",pants,pants/0379360038.jpg
379360043,379360,MAXI 2 pack,273,Leggings/Tights,Garment Lower body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"3/4-length leggings in soft, organic cotton jersey with an elasticated waist.",pants,pants/0379360043.jpg
379360048,379360,MAXI 2PACK,273,Leggings/Tights,Garment Lower body,1010012,Mixed solid/pattern,51,Light Pink,1,Dusty Light,4,Pink,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"3/4-length leggings in soft, organic cotton jersey with an elasticated waist.",pants,pants/0379360048.jpg
379360052,379360,MAXI 2 pack,273,Leggings/Tights,Garment Lower body,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"3/4-length leggings in soft, organic cotton jersey with an elasticated waist.",pants,pants/0379360052.jpg
379360053,379360,MAXI 2 pack,273,Leggings/Tights,Garment Lower body,1010016,Solid,51,Light Pink,3,Light,4,Pink,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"3/4-length leggings in soft, organic cotton jersey with an elasticated waist.",pants,pants/0379360053.jpg
379780019,379780,Rita Ringer Tee,255,T-shirt,Garment Upper body,1010005,Colour blocking,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Short T-shirt in soft jersey with a trim in a contrasting colour at the neckline and sleeves.,shirt,shirt/0379780019.jpg
379780024,379780,Rita Ringer Tee,255,T-shirt,Garment Upper body,1010005,Colour blocking,43,Dark Red,4,Dark,18,Red,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Short T-shirt in soft jersey with a trim in a contrasting colour at the neckline and sleeves.,shirt,shirt/0379780024.jpg
379780027,379780,Rita Ringer Tee,255,T-shirt,Garment Upper body,1010005,Colour blocking,31,Light Orange,1,Dusty Light,3,Orange,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Short T-shirt in soft jersey with a trim in a contrasting colour at the neckline and sleeves.,shirt,shirt/0379780027.jpg
379780038,379780,Rita Ringer Tee,255,T-shirt,Garment Upper body,1010017,Stripe,10,White,3,Light,9,White,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Short T-shirt in soft jersey with a trim in a contrasting colour at the neckline and sleeves.,shirt,shirt/0379780038.jpg
